iter	Logloss
0	0.5691007696
1	0.4781511758
2	0.4009420916
3	0.3143403631
4	0.2765460311
5	0.2473598878
6	0.2090694164
7	0.1736205198
8	0.149883666
9	0.1359687875
10	0.1266223865
11	0.1174919027
12	0.1108586296
13	0.1058550175
14	0.1017255389
15	0.09902825275
16	0.09640515582
17	0.09472251825
18	0.09320275455
19	0.092092707
20	0.09122009917
21	0.08994491631
22	0.08904207111
23	0.08829834191
24	0.08757742325
25	0.08618610967
26	0.08554371776
27	0.08440548632
28	0.08395213489
29	0.08357464893
30	0.0833326466
31	0.08301904128
32	0.08282138877
33	0.08265588473
34	0.08249590179
35	0.08226130742
36	0.08175919228
37	0.08159209401
38	0.08144863201
39	0.08131423189
40	0.08118107826
41	0.08105643867
42	0.08091951314
43	0.0808156041
44	0.08068638899
45	0.08055168791
46	0.08024811846
47	0.08013381818
48	0.08007139901
49	0.0799508703
50	0.07989258717
51	0.07982766755
52	0.07975169389
53	0.07966074637
54	0.07959857038
55	0.07953184307
56	0.07947451264
57	0.07941349317
58	0.07935667138
59	0.07929416426
60	0.0792405265
61	0.0792006806
62	0.07914685659
63	0.07909502513
64	0.07905295806
65	0.07898963146
66	0.07874056287
67	0.07869091142
68	0.07862975387
69	0.07857301115
70	0.0785108283
71	0.07845402477
72	0.07841710561
73	0.07836860866
74	0.07833111067
75	0.07817489391
76	0.07813552878
77	0.07807499868
78	0.07803192419
79	0.07798545879
80	0.07793834018
81	0.07790057657
82	0.07785667688
83	0.07780500736
84	0.07764936793
85	0.07761039812
86	0.07756443959
87	0.07752826359
88	0.07748846155
89	0.07745776466
90	0.07740201837
91	0.07737929903
92	0.0773421885
93	0.07729700268
94	0.07725055313
95	0.0771997839
96	0.07716547388
97	0.07712776492
98	0.07708965162
99	0.0770498148
100	0.07699688571
101	0.07697056183
102	0.07694258516
103	0.07690373893
104	0.07686899732
105	0.07682921141
106	0.07680911681
107	0.07677146777
108	0.07672405001
109	0.07669166147
110	0.07666823981
111	0.07662033437
112	0.07660862071
113	0.07650957117
114	0.07648422348
115	0.0764495683
116	0.07641844232
117	0.07637803262
118	0.07635461714
119	0.07631215509
120	0.07628482467
121	0.07625097561
122	0.07622002265
123	0.07618511863
124	0.07616160275
125	0.07614468992
126	0.07610000422
127	0.0760785118
128	0.07600798698
129	0.07598914707
130	0.07596179077
131	0.07594288522
132	0.07591056054
133	0.07587273887
134	0.07584343402
135	0.07580710418
136	0.07578726334
137	0.07576195374
138	0.07572976182
139	0.07569080107
140	0.07566238671
141	0.0756132611
142	0.07556784856
143	0.0755347486
144	0.07548176479
145	0.07546774552
146	0.07543022203
147	0.07539466368
148	0.07535912618
149	0.07533131596
150	0.07530834066
151	0.07528534704
152	0.07524175405
153	0.07520107432
154	0.07514900165
155	0.0751244408
156	0.0751077252
157	0.07508882336
158	0.07505954646
159	0.07501944443
160	0.07499159713
161	0.07497482083
162	0.07494089722
163	0.07491256946
164	0.07488006401
165	0.07484457383
166	0.07479635762
167	0.0747606368
168	0.07472929799
169	0.07469688498
170	0.07466828543
171	0.0746359742
172	0.07461421683
173	0.07456982549
174	0.07453825992
175	0.07451677302
176	0.07450177184
177	0.0744585862
178	0.07443330026
179	0.0744257978
180	0.07440772993
181	0.07438135967
182	0.07436368391
183	0.07434736162
184	0.07431401378
185	0.07427801967
186	0.07424691934
187	0.07421562476
188	0.0741855448
189	0.07415966498
190	0.07412908085
191	0.0741161668
192	0.07408352769
193	0.07405195613
194	0.07402211185
195	0.07398391473
196	0.07395051328
197	0.0739320737
198	0.07391350123
199	0.07388365322
200	0.07385545576
201	0.07382814228
202	0.07380465835
203	0.07377083019
204	0.0737412614
205	0.07371923047
206	0.07366791163
207	0.07363244769
208	0.07361464997
209	0.07359226212
210	0.07355745486
211	0.0735379985
212	0.07350460644
213	0.07347355891
214	0.07345118001
215	0.07341498305
216	0.07339661533
217	0.07337506352
218	0.07334031248
219	0.07330346885
220	0.07326516347
221	0.07324665778
222	0.07320604449
223	0.07317019735
224	0.07314298351
225	0.07311870493
226	0.07309536765
227	0.07307774514
228	0.07305125877
229	0.07301670626
230	0.07300136788
231	0.07298805017
232	0.07296840411
233	0.07294298673
234	0.07292141597
235	0.07288724616
236	0.07284982968
237	0.07281909733
238	0.07279014138
239	0.07275173263
240	0.07273563669
241	0.07270563205
242	0.07266958241
243	0.07264219327
244	0.07261990289
245	0.07258592788
246	0.07256089288
247	0.07255057927
248	0.07252580566
249	0.0725010533
250	0.07248266373
251	0.07246307699
252	0.07243306279
253	0.07239179089
254	0.07236065771
255	0.07232486923
256	0.07229688401
257	0.0722536964
258	0.07223483293
259	0.07219971515
260	0.07217379476
261	0.07214176306
262	0.07211955206
263	0.07209762676
264	0.07206569837
265	0.07205180781
266	0.07203512381
267	0.07201614195
268	0.07199356612
269	0.07197489914
270	0.07194107322
271	0.07191306797
272	0.07189744076
273	0.07187331221
274	0.07184462053
275	0.07182452825
276	0.07179858539
277	0.07178113295
278	0.07174977179
279	0.07171669336
280	0.07169400048
281	0.0716797832
282	0.07166424356
283	0.07163402915
284	0.07160475156
285	0.07158176025
286	0.07156603475
287	0.0715523712
288	0.07153228946
289	0.07150253022
290	0.07146512607
291	0.07144625467
292	0.07143257145
293	0.07140765026
294	0.07138978601
295	0.07136261768
296	0.07134016536
297	0.07130848414
298	0.07129557058
299	0.07126908602
300	0.07124980169
301	0.0712300727
302	0.071202789
303	0.07117562297
304	0.07115471135
305	0.07112806491
306	0.07109709708
307	0.07106508942
308	0.07104833962
309	0.07102294396
310	0.07100548994
311	0.07098818147
312	0.0709613728
313	0.07090163746
314	0.07087262036
315	0.07086120766
316	0.07082891888
317	0.07079952159
318	0.07078989914
319	0.07076671841
320	0.0707510468
321	0.07072419431
322	0.07069949999
323	0.07068089657
324	0.07065878027
325	0.07063437336
326	0.07061571295
327	0.07059821235
328	0.07057545686
329	0.07055323045
330	0.07052422927
331	0.07050863189
332	0.07048386791
333	0.07046738257
334	0.07045055954
335	0.07041554826
336	0.07039321002
337	0.07037589242
338	0.07035577807
339	0.07033989656
340	0.07032484613
341	0.07029982887
342	0.07028720838
343	0.07027081932
344	0.07023233193
345	0.07021021814
346	0.07018707673
347	0.07016486396
348	0.07014104238
349	0.07012554833
350	0.07009548372
351	0.07007830699
352	0.07005794658
353	0.07003754634
354	0.07000776457
355	0.06999727165
356	0.0699771661
357	0.06996027854
358	0.06993625972
359	0.06991716436
360	0.06988849602
361	0.06987414631
362	0.06984880951
363	0.06982319362
364	0.06979558552
365	0.06976645473
366	0.06973940172
367	0.0697051738
368	0.06968530676
369	0.06966798007
370	0.06963988127
371	0.06962016829
372	0.06959655121
373	0.06957860987
374	0.0695476686
375	0.06952350011
376	0.06949545655
377	0.0694794807
378	0.06946515526
379	0.06944824439
380	0.06942536707
381	0.06941267174
382	0.06939905634
383	0.06938320451
384	0.06935563574
385	0.06933637344
386	0.06931245536
387	0.06929022276
388	0.06927008249
389	0.0692334041
390	0.06921329453
391	0.06918727124
392	0.06917870322
393	0.06915588077
394	0.06912880475
395	0.06911344581
396	0.06908893247
397	0.06907391631
398	0.06906261118
399	0.06903379777
400	0.06901854812
401	0.0690040615
402	0.06898557527
403	0.06897038784
404	0.06894941962
405	0.06892357687
406	0.06890803544
407	0.06888953362
408	0.06887351962
409	0.06885775211
410	0.06884158441
411	0.06882547004
412	0.06880298636
413	0.06878316528
414	0.06877147662
415	0.06874596015
416	0.06872734834
417	0.0687108874
418	0.06869131044
419	0.068673103
420	0.06865109792
421	0.06863932742
422	0.06862073785
423	0.06860159498
424	0.06857675168
425	0.06855431452
426	0.06853153423
427	0.06851799033
428	0.06849316614
429	0.06847820457
430	0.06845097278
431	0.06842363938
432	0.06841040063
433	0.06839154615
434	0.06836559579
435	0.06834197964
436	0.06831974232
437	0.06828831693
438	0.06827106695
439	0.06825870136
440	0.06824830621
441	0.06821856474
442	0.06820284647
443	0.06818459982
444	0.0681738999
445	0.06815979544
446	0.06813590028
447	0.0681279715
448	0.06811241679
449	0.06809069832
450	0.06807491052
451	0.06804989091
452	0.06803711539
453	0.06802235094
454	0.06798584662
455	0.06796641675
456	0.06794549209
457	0.06792429864
458	0.06790094362
459	0.06788815698
460	0.06787198724
461	0.06785538191
462	0.0678363433
463	0.06780984947
464	0.06778667594
465	0.06776455611
466	0.06774766454
467	0.06773063039
468	0.0677133527
469	0.0676875968
470	0.06766782313
471	0.06765909019
472	0.06763693579
473	0.06762498732
474	0.06759991551
475	0.06758833203
476	0.06756901205
477	0.06756081933
478	0.06755202911
479	0.06753542478
480	0.067522113
481	0.06750184588
482	0.0674814928
483	0.06745715488
484	0.06744000495
485	0.06742377702
486	0.06740640222
487	0.06738211063
488	0.0673660546
489	0.06735413746
490	0.06732407059
491	0.06730427325
492	0.06729106417
493	0.06727107369
494	0.06726348825
495	0.06724286399
496	0.06722525504
497	0.06720798016
498	0.06718572351
499	0.06717477509
500	0.06715638828
501	0.06714102414
502	0.067126385
503	0.06710686379
504	0.06709137121
505	0.06706694097
506	0.06704763194
507	0.06703463
508	0.06702547047
509	0.06699699947
510	0.06698147468
511	0.06696816318
512	0.06693117344
513	0.06691956482
514	0.06689717652
515	0.06688511697
516	0.06687625711
517	0.06686730062
518	0.06684781384
519	0.06683042437
520	0.0668059382
521	0.06679234101
522	0.06676838779
523	0.06675511055
524	0.06673524613
525	0.06670710616
526	0.06668544434
527	0.06665690109
528	0.06664185917
529	0.06662646154
530	0.06660459071
531	0.06656385264
532	0.06654286347
533	0.06652495283
534	0.06651313004
535	0.06648671678
536	0.06646359493
537	0.06644569473
538	0.06643364072
539	0.06640826868
540	0.06638397376
541	0.06636628339
542	0.06635493328
543	0.0663429941
544	0.06632059433
545	0.06630484124
546	0.06628149876
547	0.06626187043
548	0.06625392141
549	0.06624228627
550	0.06622786251
551	0.06621701662
552	0.06618641478
553	0.06615418843
554	0.0661353097
555	0.06610481764
556	0.06607882645
557	0.06607038931
558	0.06605977511
559	0.0660402756
560	0.06602982018
561	0.06600572919
562	0.06598270899
563	0.06596230573
564	0.06595409199
565	0.0659310454
566	0.06591262431
567	0.06589119871
568	0.065864069
569	0.06584235497
570	0.06582221589
571	0.06581243425
572	0.06579623237
573	0.06578714809
574	0.06576573075
575	0.06574886678
576	0.06573798676
577	0.06571644865
578	0.06569371278
579	0.06568370073
580	0.06567061754
581	0.0656610194
582	0.06563714023
583	0.06561971339
584	0.06560523891
585	0.06557808876
586	0.06556174891
587	0.06555156243
588	0.06554510146
589	0.06552923958
590	0.06550413724
591	0.06548198171
592	0.06547304303
593	0.06545328135
594	0.06543862304
595	0.06542261856
596	0.06540264149
597	0.06537589363
598	0.06536011185
599	0.06534374858
600	0.0653356834
601	0.06531418749
602	0.0652915808
603	0.06527142163
604	0.06524471943
605	0.06523111824
606	0.06520643928
607	0.06518610665
608	0.06516801141
609	0.0651471978
610	0.06513434561
611	0.0651127309
612	0.06509454968
613	0.06508559742
614	0.06505955922
615	0.06504477806
616	0.06502753033
617	0.06500919328
618	0.06499227765
619	0.06498856817
620	0.06497025938
621	0.06495267445
622	0.0649315153
623	0.06490592425
624	0.06488498966
625	0.06486977343
626	0.06485240227
627	0.06482983335
628	0.06481829832
629	0.06480476861
630	0.06478826089
631	0.06476135226
632	0.06473809721
633	0.06472497628
634	0.06470045602
635	0.06467896026
636	0.06466673636
637	0.0646525065
638	0.06463668158
639	0.06462408174
640	0.06461055031
641	0.06459560256
642	0.06457201319
643	0.06453954502
644	0.06452565849
645	0.06451398133
646	0.06448855312
647	0.06447552193
648	0.06446312476
649	0.06445676138
650	0.06443928133
651	0.0644106191
652	0.06439297728
653	0.06437714348
654	0.06436660426
655	0.0643530701
656	0.06433299149
657	0.06430424015
658	0.06427527391
659	0.06426126173
660	0.06424566522
661	0.0642234823
662	0.06420655671
663	0.06418306154
664	0.06415942335
665	0.06414884875
666	0.06414222988
667	0.06412381344
668	0.06409836525
669	0.06407582398
670	0.06406594702
671	0.06405105969
672	0.06403633795
673	0.0640200312
674	0.06400936355
675	0.06398401728
676	0.06396696227
677	0.06394100067
678	0.06392901126
679	0.06391132709
680	0.06389221093
681	0.06388348446
682	0.06386828409
683	0.06384529199
684	0.06383976986
685	0.06382481662
686	0.06379772621
687	0.06377433995
688	0.06376191409
689	0.06375175351
690	0.06373633687
691	0.0637231304
692	0.06371295432
693	0.06369653378
694	0.06368090629
695	0.0636679251
696	0.06366024213
697	0.06364670976
698	0.06363156481
699	0.06360534106
700	0.0635852564
701	0.06357118487
702	0.06355105313
703	0.06353150174
704	0.06351717636
705	0.063502384
706	0.06348798907
707	0.06347036536
708	0.06345034359
709	0.06343957391
710	0.06342644902
711	0.06342040616
712	0.0634014378
713	0.0633812845
714	0.06336166585
715	0.06334739932
716	0.06333110853
717	0.06331994913
718	0.06329700958
719	0.06327851197
720	0.06325618986
721	0.0632383661
722	0.06322451983
723	0.06320577502
724	0.06319220565
725	0.0631745016
726	0.0631575036
727	0.06314667417
728	0.06313272352
729	0.06312301105
730	0.06310138718
731	0.063091786
732	0.06307975516
733	0.06306429784
734	0.06304270994
735	0.0630323835
736	0.06302126738
737	0.06299365214
738	0.06298018842
739	0.06296321449
740	0.06294713691
741	0.06293198508
742	0.06291677471
743	0.06290471469
744	0.06289129596
745	0.06287188578
746	0.06286127777
747	0.06284172777
748	0.06282074904
749	0.06281221155
750	0.06279997657
751	0.0627899043
752	0.06276414923
753	0.0627440534
754	0.06272685941
755	0.06270344526
756	0.0626938322
757	0.06267431719
758	0.06266440656
759	0.06265737911
760	0.06264398987
761	0.06263445673
762	0.06261852232
763	0.06259892892
764	0.06257702429
765	0.06256185904
766	0.06254313843
767	0.06253184795
768	0.06250859632
769	0.06249934015
770	0.06247232994
771	0.06245365517
772	0.06244447967
773	0.06242411372
774	0.06241077064
775	0.06239012206
776	0.06237699622
777	0.06236284883
778	0.06234468145
779	0.06233371557
780	0.06231350006
781	0.06229542778
782	0.06227761917
783	0.06225977549
784	0.06223647723
785	0.06221694331
786	0.06220730541
787	0.06218797242
788	0.06216939098
789	0.06215295575
790	0.06212764266
791	0.06211385715
792	0.06209084125
793	0.06208231949
794	0.06206377237
795	0.06205009702
796	0.06203637843
797	0.06202126208
798	0.0620062222
799	0.06198448368
800	0.06196224701
801	0.06194160383
802	0.06191720228
803	0.06190757231
804	0.06189306001
805	0.06187973239
806	0.06186443319
807	0.06184882755
808	0.06182812816
809	0.06181326318
810	0.06180305327
811	0.06179536363
812	0.06178236593
813	0.06175935167
814	0.06174499824
815	0.06172569203
816	0.06170645557
817	0.06169597579
818	0.06168822527
819	0.06167147253
820	0.06165092627
821	0.06163474462
822	0.06161515769
823	0.06160248049
824	0.06158743089
825	0.06157032804
826	0.06155687764
827	0.06153670879
828	0.06151858691
829	0.06151078773
830	0.06150053688
831	0.06148713232
832	0.06147300997
833	0.0614438525
834	0.06142496995
835	0.06140501118
836	0.06139095908
837	0.06136146937
838	0.06134937576
839	0.06133224494
840	0.06131598068
841	0.06130878487
842	0.06129630501
843	0.06128394373
844	0.06126907514
845	0.06124241532
846	0.0612263645
847	0.06121345002
848	0.06119991227
849	0.06118034777
850	0.06117481524
851	0.06116450825
852	0.0611486179
853	0.06113970359
854	0.06112962224
855	0.06111914414
856	0.06110755014
857	0.06109057164
858	0.06107173457
859	0.06105207774
860	0.06103992169
861	0.06101856504
862	0.06100425214
863	0.06098991181
864	0.06097011888
865	0.06094989457
866	0.06093897971
867	0.0609161475
868	0.06089778116
869	0.0608902333
870	0.06087796744
871	0.06086588419
872	0.06084697165
873	0.060827821
874	0.06080864997
875	0.06079482341
876	0.06078628974
877	0.060771376
878	0.06076531194
879	0.06074548758
880	0.06072516237
881	0.06071753505
882	0.06070699603
883	0.06070435301
884	0.06068980909
885	0.06067816993
886	0.06067397461
887	0.06065758463
888	0.06064268734
889	0.06062547336
890	0.06060983694
891	0.06059959098
892	0.06059092029
893	0.06057717083
894	0.06056564706
895	0.06055683004
896	0.0605363491
897	0.06051872055
898	0.06051072627
899	0.06049576918
900	0.06048466542
901	0.06047098852
902	0.06045718058
903	0.06043825348
904	0.0604188405
905	0.06040649161
906	0.06039464267
907	0.06038588065
908	0.06037000084
909	0.06035396862
910	0.06034115618
911	0.06031979052
912	0.06029752137
913	0.0602808333
914	0.06025916599
915	0.06023996621
916	0.06022713645
917	0.06021719338
918	0.06020632333
919	0.06019301391
920	0.06017461235
921	0.06016768788
922	0.06015680496
923	0.06013488098
924	0.06012199739
925	0.06010946649
926	0.06010045944
927	0.06008132148
928	0.06006703806
929	0.06005291076
930	0.06004335047
931	0.06002687695
932	0.06001101819
933	0.05999849462
934	0.05998683429
935	0.05997567571
936	0.05996325173
937	0.05995501589
938	0.05994298791
939	0.05993241504
940	0.05992020925
941	0.05991115489
942	0.05988118651
943	0.05986998487
944	0.05985252287
945	0.0598404175
946	0.05982584396
947	0.05981800633
948	0.05980873567
949	0.05979479533
950	0.05978684382
951	0.05977857407
952	0.05977114073
953	0.05975026433
954	0.05973134664
955	0.0597198712
956	0.05971037958
957	0.05969279454
958	0.0596771384
959	0.05965710547
960	0.05964374355
961	0.05963248862
962	0.05962024073
963	0.05960975519
964	0.05959357882
965	0.05957937671
966	0.05956685371
967	0.05955608398
968	0.0595417166
969	0.05952829265
970	0.05951442748
971	0.05950503848
972	0.05949915849
973	0.05949310354
974	0.05948175324
975	0.05946886733
976	0.05945449125
977	0.059435202
978	0.05941907444
979	0.05940636862
980	0.05939134954
981	0.05937987987
982	0.05937135304
983	0.05935083049
984	0.059334468
985	0.05931816012
986	0.05931065733
987	0.05929880668
988	0.05928644149
989	0.05927541494
990	0.05926219666
991	0.05925250682
992	0.05924635136
993	0.05923875452
994	0.05922123956
995	0.05919624402
996	0.05917891779
997	0.0591595991
998	0.0591451741
999	0.05913245177
