iter	Passed	Remaining
497	3149	3175
498	3156	3168
499	3162	3162
500	3168	3155
501	3174	3149
502	3180	3142
503	3186	3136
504	3192	3129
505	3199	3123
506	3204	3116
507	3210	3109
508	3217	3103
509	3223	3097
510	3229	3090
511	3235	3084
512	3241	3077
513	3247	3070
514	3253	3064
515	3260	3057
516	3266	3051
517	3272	3045
518	3278	3038
519	3284	3031
520	3290	3025
521	3296	3018
522	3302	3012
523	3309	3005
524	3315	2999
525	3321	2993
526	3327	2986
527	3333	2980
528	3339	2973
529	3345	2967
530	3351	2960
531	3358	2954
532	3364	2947
533	3370	2941
534	3376	2934
535	3382	2928
536	3388	2921
537	3394	2914
538	3400	2908
539	3406	2902
540	3412	2895
541	3418	2888
542	3424	2882
543	3430	2875
544	3436	2869
545	3442	2862
546	3448	2856
547	3454	2849
548	3460	2843
549	3466	2836
550	3473	2830
551	3479	2824
552	3485	2817
553	3491	2811
554	3498	2805
555	3504	2798
556	3510	2792
557	3516	2785
558	3522	2779
559	3529	2772
560	3534	2766
561	3540	2759
562	3546	2753
563	3553	2746
564	3559	2740
565	3565	2733
566	3571	2727
567	3577	2721
568	3583	2714
569	3589	2708
570	3596	2702
571	3602	2695
572	3608	2689
573	3614	2682
574	3620	2676
575	3626	2669
576	3633	2663
577	3640	2657
578	3647	2652
579	3653	2645
580	3659	2639
581	3665	2632
582	3671	2626
583	3677	2619
584	3683	2613
585	3689	2606
586	3696	2600
587	3702	2594
588	3708	2587
589	3714	2581
590	3719	2574
591	3726	2568
592	3732	2561
593	3738	2555
594	3744	2548
595	3750	2542
596	3756	2535
597	3762	2529
598	3769	2523
599	3775	2517
600	3781	2510
601	3787	2504
602	3794	2497
603	3799	2491
604	3805	2484
605	3812	2478
606	3818	2471
607	3824	2465
608	3830	2459
609	3836	2452
610	3842	2446
611	3848	2439
612	3854	2433
613	3860	2427
614	3866	2420
615	3873	2414
616	3879	2407
617	3885	2401
618	3891	2395
619	3897	2388
620	3903	2382
621	3909	2375
622	3915	2369
623	3921	2362
624	3927	2356
625	3933	2350
626	3940	2344
627	3946	2337
628	3952	2331
629	3958	2324
630	3964	2318
631	3970	2312
632	3977	2305
633	3983	2299
634	3989	2293
635	3995	2286
636	4001	2280
637	4007	2274
638	4014	2267
639	4019	2261
640	4025	2254
641	4032	2248
642	4038	2242
643	4044	2235
644	4050	2229
645	4056	2223
646	4063	2216
647	4068	2210
648	4075	2204
649	4081	2197
650	4087	2191
651	4094	2185
652	4100	2178
653	4106	2172
654	4113	2166
655	4118	2159
656	4125	2153
657	4131	2147
658	4137	2140
659	4143	2134
660	4149	2128
661	4155	2121
662	4162	2115
663	4167	2109
664	4174	2102
665	4180	2096
666	4186	2090
667	4193	2084
668	4199	2077
669	4205	2071
670	4211	2065
671	4217	2058
672	4224	2052
673	4230	2046
674	4236	2039
675	4242	2033
676	4248	2026
677	4254	2020
678	4260	2014
679	4266	2007
680	4272	2001
681	4278	1994
682	4285	1988
683	4291	1982
684	4297	1976
685	4303	1969
686	4309	1963
687	4315	1957
688	4321	1950
689	4327	1944
690	4333	1937
691	4339	1931
692	4345	1925
693	4352	1919
694	4358	1912
695	4364	1906
696	4370	1900
697	4376	1893
698	4383	1887
699	4389	1881
700	4395	1874
701	4402	1868
702	4408	1862
703	4414	1856
704	4420	1849
705	4426	1843
706	4432	1837
707	4438	1830
708	4444	1824
709	4451	1818
710	4457	1811
711	4463	1805
712	4469	1799
713	4475	1792
714	4482	1786
715	4488	1780
716	4494	1773
717	4500	1767
718	4507	1761
719	4513	1755
720	4519	1748
721	4525	1742
722	4531	1736
723	4537	1729
724	4543	1723
725	4549	1717
726	4555	1710
727	4561	1704
728	4568	1698
729	4574	1691
730	4579	1685
731	4586	1679
732	4592	1672
733	4598	1666
734	4604	1660
735	4610	1653
736	4616	1647
737	4622	1641
738	4628	1634
739	4634	1628
740	4641	1622
741	4647	1616
742	4653	1609
743	4659	1603
744	4666	1597
745	4671	1590
746	4677	1584
747	4683	1577
748	4690	1571
749	4696	1565
750	4702	1559
751	4708	1552
752	4714	1546
753	4720	1540
754	4726	1533
755	4732	1527
756	4738	1521
757	4745	1514
758	4751	1508
759	4756	1502
760	4763	1495
761	4769	1489
762	4775	1483
763	4781	1477
764	4787	1470
765	4793	1464
766	4799	1458
767	4805	1451
768	4811	1445
769	4817	1438
770	4822	1432
771	4828	1426
772	4834	1419
773	4840	1413
774	4846	1406
775	4851	1400
776	4857	1394
777	4863	1387
778	4869	1381
779	4875	1375
780	4881	1368
781	4887	1362
782	4893	1356
783	4900	1350
784	4906	1343
785	4912	1337
786	4918	1331
787	4924	1324
788	4930	1318
789	4936	1312
790	4942	1305
791	4948	1299
792	4954	1293
793	4960	1287
794	4966	1280
795	4972	1274
796	4979	1268
797	4985	1261
798	4990	1255
799	4997	1249
800	5003	1242
801	5009	1236
802	5015	1230
803	5021	1224
804	5027	1217
805	5034	1211
806	5039	1205
807	5045	1199
808	5052	1192
809	5057	1186
810	5063	1180
811	5070	1173
812	5075	1167
813	5081	1161
814	5087	1154
815	5094	1148
816	5100	1142
817	5106	1136
818	5112	1129
819	5119	1123
820	5125	1117
821	5131	1111
822	5137	1104
823	5143	1098
824	5149	1092
825	5155	1086
826	5161	1079
827	5167	1073
828	5174	1067
829	5179	1060
830	5186	1054
831	5192	1048
832	5198	1042
833	5204	1035
834	5210	1029
835	5216	1023
836	5221	1016
837	5227	1010
838	5233	1004
839	5238	997
840	5244	991
841	5250	985
842	5256	979
843	5263	972
844	5269	966
845	5275	960
846	5281	954
847	5287	947
848	5293	941
849	5299	935
850	5305	928
851	5311	922
852	5317	916
853	5323	910
854	5329	903
855	5335	897
856	5342	891
857	5348	885
858	5353	878
859	5360	872
860	5365	866
861	5371	859
862	5377	853
863	5383	847
864	5389	841
865	5395	834
866	5400	828
867	5406	822
868	5412	815
869	5418	809
870	5424	803
871	5429	797
872	5435	790
873	5441	784
874	5447	778
875	5452	771
876	5458	765
877	5464	759
878	5470	753
879	5476	746
880	5482	740
881	5488	734
882	5493	727
883	5499	721
884	5505	715
885	5511	709
886	5517	702
887	5523	696
888	5528	690
889	5534	684
890	5540	677
891	5546	671
892	5551	665
893	5557	658
894	5562	652
895	5568	646
896	5574	640
897	5579	633
898	5585	627
899	5591	621
900	5597	615
901	5602	608
902	5609	602
903	5615	596
904	5621	590
905	5626	583
906	5632	577
907	5638	571
908	5643	565
909	5649	558
910	5656	552
911	5662	546
912	5667	540
913	5673	533
914	5679	527
915	5684	521
916	5690	515
917	5696	508
918	5702	502
919	5708	496
920	5714	490
921	5720	483
922	5725	477
923	5731	471
924	5738	465
925	5744	459
926	5750	452
927	5756	446
928	5762	440
929	5769	434
930	5774	427
931	5780	421
932	5785	415
933	5791	409
934	5797	403
935	5803	396
936	5809	390
937	5815	384
938	5821	378
939	5827	371
940	5832	365
941	5838	359
942	5844	353
943	5850	347
944	5855	340
945	5861	334
946	5867	328
947	5873	322
948	5878	315
949	5885	309
950	5891	303
951	5897	297
952	5902	291
953	5908	284
954	5914	278
955	5920	272
956	5926	266
957	5931	260
958	5937	253
959	5944	247
960	5949	241
961	5955	235
962	5961	229
963	5967	222
964	5973	216
965	5979	210
966	5985	204
967	5991	198
968	5997	191
969	6003	185
970	6009	179
971	6016	173
972	6022	167
973	6028	160
974	6034	154
975	6040	148
976	6046	142
977	6052	136
978	6058	129
979	6064	123
980	6070	117
981	6076	111
982	6082	105
983	6088	98
984	6094	92
985	6101	86
986	6107	80
987	6113	74
988	6119	68
989	6125	61
990	6132	55
991	6138	49
992	6143	43
993	6150	37
994	6156	30
995	6161	24
996	6167	18
997	6173	12
998	6180	6
999	6186	0
